Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
amaze,2007,11.19,17.02,192004,Diesel,Individual,Manual,3
Bajaj Pulsar 135 LS,2011,20.88,48.16,462963,CNG,Individual,Automatic,3
Hero Honda CBZ extreme,2003,36.39,71.05,379469,Diesel,Individual,Manual,1
TVS Apache RTR 180,2011,57.44,65.65,305935,CNG,Dealer,Automatic,0
UM Renegade Mojave,2006,25.71,62.88,317442,Petrol,Dealer,Automatic,2
Bajaj Avenger Street 220,2018,49.73,80.36,232560,CNG,Individual,Manual,0
Hero Super Splendor,2005,42.85,63.43,31516,CNG,Dealer,Manual,0
Activa 4g,2013,42.01,86.18,64998,Diesel,Individual,Automatic,0
Yamaha FZ S V 2.0,2017,30.73,75.63,486455,Petrol,Individual,Automatic,3
Honda Karizma,2011,61.71,81.8,198190,Petrol,Dealer,Automatic,2
800,2009,12.77,23.89,367087,Petrol,Dealer,Automatic,0
swift,2017,0.8,1.58,43936,Petrol,Dealer,Automatic,0
Royal Enfield Classic 500,2008,61.39,76.11,315850,CNG,Dealer,Manual,0
Hero Honda Passion Pro,2012,46.56,77.47,142716,Petrol,Individual,Automatic,0
baleno,2014,19.54,27.18,417056,Petrol,Dealer,Manual,1
Hero Splender Plus,2008,7.52,13.13,68537,Petrol,Dealer,Automatic,2
Bajaj Discover 125,2006,46.1,62.75,24311,Diesel,Individual,Automatic,1
etios gd,2014,62.33,71.17,423268,Petrol,Dealer,Automatic,2
ignis,2005,14.81,25.92,389391,CNG,Dealer,Manual,3
Honda CB Hornet 160R,2013,54.01,75.38,362413,CNG,Dealer,Manual,0
Bajaj Pulsar NS 200,2005,59.44,68.75,412538,Diesel,Individual,Automatic,2
Honda Dream Yuga ,2004,38.59,54.26,190495,Diesel,Dealer,Manual,1
ertiga,2012,28.95,38.7,388801,Petrol,Individual,Automatic,0
Honda CB twister,2004,40.55,59.01,156672,Petrol,Dealer,Automatic,0
800,2015,28.09,33.24,85885,CNG,Dealer,Automatic,1
Hero Honda CBZ extreme,2012,27.23,40.74,12024,Diesel,Dealer,Manual,3
Bajaj Avenger 220,2011,42.43,61.2,48097,CNG,Individual,Automatic,3
jazz,2015,7.24,15.05,359950,Diesel,Dealer,Automatic,0
fortuner,2012,64.9,88.27,121725,Petrol,Dealer,Automatic,2
KTM 390 Duke ,2011,57.43,72.58,191383,Diesel,Individual,Manual,2
Bajaj Pulsar 150,2004,29.73,49.22,150933,Diesel,Dealer,Automatic,1
Bajaj Avenger Street 220,2009,61.55,69.35,474381,CNG,Dealer,Manual,1
TVS Sport ,2005,41.98,57.09,123132,CNG,Individual,Manual,0
Honda Karizma,2008,9.91,11.38,25138,Diesel,Dealer,Automatic,1
Hero Glamour,2012,9.04,19.31,269233,Diesel,Individual,Manual,0
alto k10,2018,60.3,70.94,486039,Diesel,Individual,Automatic,1
Hero Hunk,2012,9.8,22.31,77154,CNG,Dealer,Manual,0
Honda CB Hornet 160R,2012,38.26,47.66,208973,Diesel,Individual,Automatic,3
ertiga,2006,3.92,5.6,184580,CNG,Individual,Manual,2
etios liva,2016,7.93,15.58,199266,Petrol,Individual,Manual,1
Bajaj Pulsar 220 F,2010,37.51,58.06,319068,CNG,Individual,Manual,3
Bajaj Avenger 150,2010,5.87,11.17,390883,Petrol,Dealer,Automatic,2
omni,2008,36.59,79.06,451776,CNG,Individual,Automatic,0
Hyosung GT250R,2010,59.73,84.15,299968,Petrol,Dealer,Manual,2
800,2015,8.26,17.15,183041,Petrol,Individual,Manual,3
Hero Passion X pro,2009,53.68,60.05,218574,CNG,Dealer,Automatic,1
Mahindra Mojo XT300,2018,45.88,62.89,102305,Diesel,Individual,Automatic,2
Honda CB Unicorn,2010,11.47,19.58,412976,CNG,Dealer,Automatic,0
800,2005,26.79,32.34,388537,Diesel,Dealer,Manual,1
Bajaj Pulsar  NS 200,2012,19.01,31.65,145102,Diesel,Dealer,Manual,1
Royal Enfield Classic 500,2014,42.48,49.76,347337,Diesel,Individual,Manual,0
Yamaha FZ S V 2.0,2003,7.52,11.7,137196,Petrol,Individual,Automatic,3
Bajaj  ct 100,2004,9.38,22.68,338427,CNG,Dealer,Automatic,3
Honda Dream Yuga ,2007,2.61,6.09,184122,CNG,Individual,Automatic,1
